session,frame,grid,variant,orientation,matched,mismatched,partner
1680412337,1680412337_000062,4,full,180,0.20043008022189243,0.1033969746588309,1680412337_000579
1680412337,1680412337_000074,4,full,180,0.2450027100026497,0.14957295634094847,1680412337_000554
1680412337,1680412337_000086,4,full,180,0.02561539999723385,-0.1062030737272069,1680412337_000542
1680412337,1680412337_000099,4,full,180,0.011509194534958612,-0.012645158559318295,1680412337_000234
1680412337,1680412337_000111,4,full,180,0.4351415113076454,0.30772934997253787,1680412337_000468
1680412337,1680412337_000123,4,full,180,0.015807814792873468,-0.11442150236163899,1680412337_000641
1680412337,1680412337_000135,4,full,180,0.15997410444657686,0.001630638272941733,1680412337_000012
1680412337,1680412337_000148,4,full,180,0.12759328144491922,-0.0413507418975556,1680412337_000135
1680412337,1680412337_000160,4,full,180,0.010009203910821477,-0.09433634224339177,1680412337_000296
1680412337,1680412337_000172,4,full,180,0.20284802173802705,0.15209392749725295,1680412337_000099
1680412337,1680412337_000185,4,full,180,0.12160623895752405,-0.1905721041373818,1680412337_000111
1680412337,1680412337_000197,4,full,180,-0.022644003016055625,-0.13948954328373916,1680412337_000505
1680412337,1680412337_000209,4,full,180,0.32413572169712584,0.07503393563046296,1680412337_000727
1680412337,1680412337_000222,4,full,180,0.2140773146137811,0.26242710038827977,1680412337_000517
1680412337,1680412337_000234,4,full,180,0.02858371423383425,-0.004790040063264241,1680412337_000123
1680412337,1680412337_000246,4,full,180,0.1649620343003392,-0.08570178071619716,1680412337_000419
1680412337,1680412337_000259,4,full,180,-0.11792942321194033,-0.08402569576438342,1680412337_000025
1680412337,1680412337_000271,4,full,180,0.14742491256626825,-0.11219536951863375,1680412337_000172
1680412337,1680412337_000283,4,full,180,0.32349576007712416,0.22343084174673244,1680412337_000209
1680412337,1680412337_000296,4,full,180,0.06213496976856512,-0.17834815381848237,1680412337_000591
1680412337,1680412337_000308,4,full,180,0.22118449905625207,0.23790953367283194,1680412337_000456
1680412337,1680412337_000320,4,full,180,-0.06563974648721524,-0.16947104519479814,1680412337_000628
1680412337,1680412337_000333,4,full,180,0.547306533868576,0.4897796204253632,1680412337_000086
1680412337,1680412337_000345,4,full,180,0.23118313938243149,-0.055159775381354324,1680412337_000222
1680412337,1680412337_000357,4,full,180,-0.11316810198004995,-0.22766225532849912,1680412337_000653
1680412337,1680412337_000370,4,full,180,0.06846727941042773,-0.10607830558561658,1680412337_000653
1680412337,1680412337_000382,4,full,180,0.35738669522721517,0.25620243383119873,1680412337_000739
1680412337,1680412337_000394,4,full,180,0.0543335691246255,-0.05423073398112216,1680412337_000616
1680412337,1680412337_000406,4,full,180,0.20595377835629872,0.011844968796559571,1680412337_000185
1680412337,1680412337_000419,4,full,180,-0.016132713705276858,-0.10932628695788062,1680412337_000690
1680412337,1680412337_000431,4,full,180,0.179169448039636,0.029603989986250242,1680412337_000382
1680412337,1680412337_000443,4,full,180,-0.007524807703281983,-0.1219627345267117,1680412337_000604
1680412337,1680412337_000456,4,full,180,0.2363691429223239,0.10304768029515128,1680412337_000308
1680412337,1680412337_000468,4,full,180,0.1327800898098239,-0.06582977033872449,1680412337_000062
1680412337,1680412337_000480,4,full,180,-0.19711166515463385,-0.2978478406420096,1680412337_000000
1680412337,1680412337_000493,4,full,180,0.06812420432127035,0.059576387570901744,1680412337_000751
1680412337,1680412337_000505,4,full,180,-0.020228070457966835,-0.09213597386555152,1680412337_000037
1680412337,1680412337_000517,4,full,180,0.11073018032223693,-0.01671805682535969,1680412337_000197
1680412337,1680412337_000530,4,full,180,0.11623326748446955,0.015808420605341527,1680412337_000406
1680412337,1680412337_000542,4,full,180,0.0056981110341489186,-0.0797612506917809,1680412337_000345
1680412337,1680412337_000554,4,full,180,-0.11842434403844154,-0.27623396510057846,1680412337_000677
1680412337,1680412337_000567,4,full,180,0.12587362573747052,0.013840162337058629,1680412337_000714
1680412337,1680412337_000579,4,full,180,0.27635761589853197,0.1600876633883664,1680412337_000160
1680412337,1680412337_000591,4,full,180,0.2905686834420609,0.26730393175072203,1680412337_000493
1680412337,1680412337_000604,4,full,180,-0.053326217180644314,-0.03101552396038824,1680412337_000776
1680412337,1680412337_000616,4,full,180,-0.004857189612321511,0.08097190555853336,1680412337_000246
1680412337,1680412337_000628,4,full,180,-0.05932571038298936,-0.12969300293302247,1680412337_000333
1680412337,1680412337_000641,4,full,180,-0.09422521450300762,-0.17799505067327057,1680412337_000271
1680412337,1680412337_000653,4,full,180,0.29896115217018515,0.24906002616571513,1680412337_000764
1680412337,1680412337_000665,4,full,180,0.35609661169196777,0.3698570636449401,1680412337_000431
1680412337,1680412337_000677,4,full,180,0.08435963795590384,0.03586399404209647,1680412337_000370
1680412337,1680412337_000690,4,full,180,-0.19189960687766736,-0.34549610247920254,1680412337_000259
1680412337,1680412337_000702,4,full,180,0.24165696527949496,0.15248516913305435,1680412337_000530
1680412337,1680412337_000714,4,full,180,0.05028579764979744,-0.019456372685870093,1680412337_000665
1680412337,1680412337_000727,4,full,180,0.1598587745391872,0.007468192964354932,1680412337_000702
1680412337,1680412337_000739,4,full,180,-0.009767082901360061,-0.06118201912759875,1680412337_000049
1680412337,1680412337_000751,4,full,180,0.09016226516333709,0.08300235165928667,1680412337_000567
1680412337,1680412337_000764,4,full,180,0.12288363822611743,-0.1448734383103106,1680412337_000074
1680412337,1680412337_000776,4,full,180,-0.03586961033088279,-0.13814173221242823,1680412337_000480
1681945334,1681945334_000000,4,full,180,-0.23048194964138638,-0.2637357118762756,1681945334_000283
1681945334,1681945334_000012,4,full,180,-0.03935337040427458,-0.16942113354830526,1681945334_000554
1681945334,1681945334_000025,4,full,180,0.24863797390659959,0.13934507816097375,1681945334_000776
1681945334,1681945334_000037,4,full,180,-0.10356484482279565,-0.19259857324548377,1681945334_000172
1681945334,1681945334_000049,4,full,180,0.020506152414447684,-0.11165017687457836,1681945334_000690
1681945334,1681945334_000062,4,full,180,-0.036931332860431466,-0.09435150884978553,1681945334_000751
1681945334,1681945334_000074,4,full,180,0.2599694243313528,0.2488014363854366,1681945334_000468
1681945334,1681945334_000086,4,full,180,0.24057136527297887,0.12068665461469065,1681945334_000628
1681945334,1681945334_000099,4,full,180,0.2681195869906214,0.08124076848602395,1681945334_000702
1681945334,1681945334_000111,4,full,180,0.11131546424445787,0.017075481040953983,1681945334_000505
1681945334,1681945334_000123,4,full,180,0.22613942626091896,0.15581849008899692,1681945334_000616
1681945334,1681945334_000135,4,full,180,-0.0040668049861255495,-0.1656056174945377,1681945334_000012
1681945334,1681945334_000148,4,full,180,0.2150318339568508,0.1668456430646411,1681945334_000296
1681945334,1681945334_000160,4,full,180,0.07616877385556808,-0.059923720371238894,1681945334_000394
1681945334,1681945334_000172,4,full,180,0.2880004509744456,0.19176281298816353,1681945334_000431
1681945334,1681945334_000185,4,full,180,-0.0726100725285606,-0.3154317465884822,1681945334_000579
1681945334,1681945334_000197,4,full,180,0.15629742790401194,0.043468348423247594,1681945334_000677
1681945334,1681945334_000209,4,full,180,0.17398650375829572,0.0351017738329704,1681945334_000259
1681945334,1681945334_000222,4,full,180,0.2841258146626067,0.143994732485748,1681945334_000333
1681945334,1681945334_000234,4,full,180,0.1685853241522147,0.032816044414748495,1681945334_000567
1681945334,1681945334_000246,4,full,180,-0.005358916341178614,-0.03285417787492518,1681945334_000000
1681945334,1681945334_000259,4,full,180,0.3068835207774658,0.1404241486557361,1681945334_000086
1681945334,1681945334_000271,4,full,180,0.08284447606193006,-0.045752205815570574,1681945334_000074
1681945334,1681945334_000283,4,full,180,-0.016056316227652783,-0.1312583003993931,1681945334_000357
1681945334,1681945334_000296,4,full,180,0.27670155305187594,0.1697318542046319,1681945334_000764
1681945334,1681945334_000308,4,full,180,-0.014462733107758197,-0.043469252592582885,1681945334_000727
1681945334,1681945334_000320,4,full,180,0.21463712100282847,0.06580235568669317,1681945334_000456
1681945334,1681945334_000333,4,full,180,-0.1570536112048949,-0.27187912323294744,1681945334_000037
1681945334,1681945334_000345,4,full,180,0.0419769907690317,-0.10793581806243585,1681945334_000234
1681945334,1681945334_000357,4,full,180,-0.3649201439034217,-0.37750538038850306,1681945334_000123
1681945334,1681945334_000370,4,full,180,-0.026717410886508374,-0.16671303038526183,1681945334_000542
1681945334,1681945334_000382,4,full,180,0.03333566664366883,-0.09817418313603976,1681945334_000271
1681945334,1681945334_000394,4,full,180,0.2310473455892387,0.0943054665543187,1681945334_000382
1681945334,1681945334_000406,4,full,180,0.022451171550018762,-0.03517556794030637,1681945334_000345
1681945334,1681945334_000419,4,full,180,0.3114171233745973,0.19750017394589273,1681945334_000653
1681945334,1681945334_000431,4,full,180,0.27948638853580493,0.1528544588280906,1681945334_000320
1681945334,1681945334_000443,4,full,180,0.028238309196062305,-0.05384181377524048,1681945334_000160
1681945334,1681945334_000456,4,full,180,-0.1017898407665323,-0.18254302125892433,1681945334_000739
1681945334,1681945334_000468,4,full,180,0.332441206171782,0.1963091800614193,1681945334_000493
1681945334,1681945334_000480,4,full,180,-0.07587554573673412,-0.1753560656378411,1681945334_000209
1681945334,1681945334_000493,4,full,180,-0.1355930555610505,-0.1839141512098875,1681945334_000406
1681945334,1681945334_000505,4,full,180,0.18024468509726885,0.1448516958555872,1681945334_000308
1681945334,1681945334_000517,4,full,180,0.2442608266650624,0.1588053257406776,1681945334_000419
1681945334,1681945334_000530,4,full,180,0.03368170651776433,-0.06447544838620432,1681945334_000591
1681945334,1681945334_000542,4,full,180,0.07818891914206207,0.10876169619907161,1681945334_000665
1681945334,1681945334_000554,4,full,180,-0.12111697423975205,-0.10517409362656523,1681945334_000111
1681945334,1681945334_000567,4,full,180,0.05416334791179881,-0.07295317000675701,1681945334_000099
1681945334,1681945334_000579,4,full,180,0.03156041481046515,-0.019599513015281105,1681945334_000530
1681945334,1681945334_000591,4,full,180,0.013396148179920742,-0.11748360146844189,1681945334_000062
1681945334,1681945334_000604,4,full,180,0.1763837834960809,0.10155927684332201,1681945334_000049
1681945334,1681945334_000616,4,full,180,0.31631857950608294,0.21949899931443442,1681945334_000370
1681945334,1681945334_000628,4,full,180,-0.048411319971556344,-0.13804083352194071,1681945334_000197
1681945334,1681945334_000641,4,full,180,0.4055209393258015,0.33932910549842754,1681945334_000517
1681945334,1681945334_000653,4,full,180,0.10870772437007477,0.01016425422746139,1681945334_000480
1681945334,1681945334_000665,4,full,180,0.28081212262716654,0.12653710416771546,1681945334_000025
1681945334,1681945334_000677,4,full,180,0.03524951343286866,-0.01193032270039777,1681945334_000714
1681945334,1681945334_000690,4,full,180,-0.23633623417263183,-0.3088853979903444,1681945334_000641
1681945334,1681945334_000702,4,full,180,-0.11892027840181459,-0.1758604913528992,1681945334_000148
1681945334,1681945334_000714,4,full,180,-0.08326697628623614,-0.12857424244184504,1681945334_000135
1681945334,1681945334_000727,4,full,180,0.10345748270446149,0.06748820932942032,1681945334_000222
1681945334,1681945334_000739,4,full,180,0.2761167985528568,0.06484975803597823,1681945334_000185
1681945334,1681945334_000751,4,full,180,0.0433941553435766,-0.018631913480631174,1681945334_000443
1681945334,1681945334_000764,4,full,180,0.10664383984656012,-0.03479062522159596,1681945334_000246
1681945334,1681945334_000776,4,full,180,-0.15119033307782812,-0.19685205912862302,1681945334_000604
1682013847,1682013847_000000,4,full,180,0.04287741565800692,-0.048535534842792404,1682013847_000130
1682013847,1682013847_000002,4,full,180,-0.2197561442975635,-0.26515442048933874,1682013847_000087
1682013847,1682013847_000005,4,full,180,0.03616244784165675,0.036023041087825815,1682013847_000102
1682013847,1682013847_000007,4,full,180,0.2812625419147217,0.16159676726148753,1682013847_000042
1682013847,1682013847_000010,4,full,180,0.07203096939024678,-0.06552370145211213,1682013847_000065
1682013847,1682013847_000012,4,full,180,-0.2832084702208098,-0.30270580483753734,1682013847_000060
1682013847,1682013847_000015,4,full,180,0.19893529854527114,0.11461316079419305,1682013847_000100
1682013847,1682013847_000017,4,full,180,0.08480099668636376,0.02107467370067274,1682013847_000050
1682013847,1682013847_000020,4,full,180,0.1856154913500779,0.07688299230896505,1682013847_000082
1682013847,1682013847_000022,4,full,180,0.08504308954292783,-0.01185277249507096,1682013847_000000
1682013847,1682013847_000025,4,full,180,0.2038748673773231,-0.053463250694955555,1682013847_000157
1682013847,1682013847_000027,4,full,180,0.06523485961100356,0.04987998001156534,1682013847_000122
1682013847,1682013847_000030,4,full,180,0.06730563084094135,-0.17288732537637921,1682013847_000135
1682013847,1682013847_000032,4,full,180,0.003893307227199295,-0.03638683861119104,1682013847_000022
1682013847,1682013847_000035,4,full,180,0.20792861117994424,0.022788025432167954,1682013847_000137
1682013847,1682013847_000037,4,full,180,0.2289398574220304,0.1402776444726639,1682013847_000092
1682013847,1682013847_000040,4,full,180,0.2231257055702783,0.05037803058457465,1682013847_000025
1682013847,1682013847_000042,4,full,180,0.13981221025895582,0.0674907295145553,1682013847_000062
1682013847,1682013847_000045,4,full,180,0.451471764438095,0.29299486995244767,1682013847_000155
1682013847,1682013847_000047,4,full,180,-0.11983489049708951,-0.15146640710602047,1682013847_000120
1682013847,1682013847_000050,4,full,180,0.15368445612873824,0.09346692273464137,1682013847_000070
1682013847,1682013847_000052,4,full,180,0.1928220671610262,0.1450951397135371,1682013847_000012
1682013847,1682013847_000055,4,full,180,0.358838565228443,0.23708084858330736,1682013847_000012
1682013847,1682013847_000057,4,full,180,-0.05604421386848283,-0.16479576150004524,1682013847_000045
1682013847,1682013847_000060,4,full,180,0.08611214109416988,-0.05093601567607978,1682013847_000037
1682013847,1682013847_000062,4,full,180,0.1624055007449958,0.060617841571602084,1682013847_000057
1682013847,1682013847_000065,4,full,180,-0.07953368894225278,-0.23416603713937345,1682013847_000090
1682013847,1682013847_000067,4,full,180,0.04879563080959773,-0.11393615370282013,1682013847_000020
1682013847,1682013847_000070,4,full,180,-0.32017818505120865,-0.38430014523360806,1682013847_000077
1682013847,1682013847_000072,4,full,180,0.07502558563829342,-0.04089502207364732,1682013847_000142
1682013847,1682013847_000075,4,full,180,0.2060372951566601,0.08803308220932045,1682013847_000147
1682013847,1682013847_000077,4,full,180,-0.1361386901497892,-0.15387453721995237,1682013847_000110
1682013847,1682013847_000080,4,full,180,-0.012896054849740277,-0.07036863044741992,1682013847_000150
1682013847,1682013847_000082,4,full,180,0.23197876415615734,0.15765499115860895,1682013847_000072
1682013847,1682013847_000085,4,full,180,0.1918581196137568,0.12136145089393485,1682013847_000080
1682013847,1682013847_000087,4,full,180,0.12683033931259538,0.03709502250615793,1682013847_000125
1682013847,1682013847_000090,4,full,180,0.005024731044066176,-0.09754702670170458,1682013847_000140
1682013847,1682013847_000092,4,full,180,0.05941690534397783,-0.017298604963335056,1682013847_000127
1682013847,1682013847_000095,4,full,180,-0.011914595910586046,-0.15142868810817242,1682013847_000055
1682013847,1682013847_000097,4,full,180,-0.1016174832547132,-0.20634838645581963,1682013847_000047
1682013847,1682013847_000100,4,full,180,0.14715482188237686,0.12067047818898814,1682013847_000105
1682013847,1682013847_000102,4,full,180,0.17623800238885434,0.08674299995808203,1682013847_000035
1682013847,1682013847_000105,4,full,180,-0.0005401398934063625,-0.16147412145529919,1682013847_000010
1682013847,1682013847_000107,4,full,180,-0.20214647228662228,-0.27782945137936105,1682013847_000040
1682013847,1682013847_000110,4,full,180,0.2881324691445774,0.1917441376414394,1682013847_000015
1682013847,1682013847_000112,4,full,180,0.14430859955346287,0.02484346138698924,1682013847_000097
1682013847,1682013847_000115,4,full,180,0.12594084820874193,-0.023606937108120413,1682013847_000067
1682013847,1682013847_000117,4,full,180,0.03257998233648388,-0.08808967438986469,1682013847_000085
1682013847,1682013847_000120,4,full,180,0.01807371457585477,-0.06477544822255106,1682013847_000145
1682013847,1682013847_000122,4,full,180,0.0072633043225712205,-0.08518217141441459,1682013847_000107
1682013847,1682013847_000125,4,full,180,-0.029636834581752352,-0.16622456989574977,1682013847_000007
1682013847,1682013847_000127,4,full,180,0.14533190518960123,0.06379498126274473,1682013847_000115
1682013847,1682013847_000130,4,full,180,0.05946893979704798,0.028555939297526797,1682013847_000032
1682013847,1682013847_000132,4,full,180,-0.04935362941845886,-0.20934583930023956,1682013847_000075
1682013847,1682013847_000135,4,full,180,-0.3244739229560382,-0.2629329067591031,1682013847_000152
1682013847,1682013847_000137,4,full,180,0.22772181626389223,0.1278361682559423,1682013847_000112
1682013847,1682013847_000140,4,full,180,0.3116624056392568,0.21738234244194107,1682013847_000027
1682013847,1682013847_000142,4,full,180,0.2806170497360458,0.09253054565483865,1682013847_000030
1682013847,1682013847_000145,4,full,180,-0.08804499273837484,-0.17147489496167445,1682013847_000002
1682013847,1682013847_000147,4,full,180,0.1547735351695491,0.0939526380607822,1682013847_000095
1682013847,1682013847_000150,4,full,180,0.01841916810385094,-0.13693520124877923,1682013847_000005
1682013847,1682013847_000152,4,full,180,0.14050240704243858,0.036270233989178606,1682013847_000017
1682013847,1682013847_000155,4,full,180,-0.17402792166987416,-0.12750066987092926,1682013847_000132
1682013847,1682013847_000157,4,full,180,0.22093247762130544,0.1675256384994502,1682013847_000117
1682014432,1682014432_000000,4,full,180,0.12270544690058027,-0.0010032175028120334,1682014432_000027
1682014432,1682014432_000001,4,full,180,0.0009779433307320156,-0.10279945379053713,1682014432_000011
1682014432,1682014432_000002,4,full,180,0.2858762469949861,0.21345004838166912,1682014432_000067
1682014432,1682014432_000003,4,full,180,0.1733769885683056,0.0517398277646125,1682014432_000110
1682014432,1682014432_000004,4,full,180,-0.08037807394157782,-0.15060301644085247,1682014432_000087
1682014432,1682014432_000005,4,full,180,0.16963337690982158,-0.011309808670439092,1682014432_000018
1682014432,1682014432_000006,4,full,180,0.1354508062528527,0.08482480568293538,1682014432_000007
1682014432,1682014432_000007,4,full,180,0.32371324261495804,0.2199056201880394,1682014432_000062
1682014432,1682014432_000008,4,full,180,0.06833287244570324,0.034706311318968903,1682014432_000109
1682014432,1682014432_000009,4,full,180,0.12877356257260975,-0.01644043765066099,1682014432_000023
1682014432,1682014432_000010,4,full,180,0.005486069159741702,-0.09963700647016453,1682014432_000100
1682014432,1682014432_000011,4,full,180,-0.2537859645606218,-0.31186865689187343,1682014432_000084
1682014432,1682014432_000012,4,full,180,0.05603141953470648,-0.026553093961691806,1682014432_000093
1682014432,1682014432_000013,4,full,180,-0.09369813897002637,-0.20889824672829146,1682014432_000111
1682014432,1682014432_000014,4,full,180,0.005030266910490087,-0.07631267488487949,1682014432_000104
1682014432,1682014432_000015,4,full,180,0.06668996439735274,-0.09428473888497378,1682014432_000080
1682014432,1682014432_000016,4,full,180,0.026346968801996527,-0.06340947003882151,1682014432_000014
1682014432,1682014432_000017,4,full,180,0.2576493644401911,0.17369158568278387,1682014432_000044
1682014432,1682014432_000018,4,full,180,0.2846303795004264,0.21759617909485565,1682014432_000034
1682014432,1682014432_000019,4,full,180,-0.09727591493211829,-0.1741424872148859,1682014432_000102
1682014432,1682014432_000020,4,full,180,-0.04836799691804745,-0.16256079218135872,1682014432_000052
1682014432,1682014432_000021,4,full,180,-0.048591800519575144,-0.0789080540629178,1682014432_000015
1682014432,1682014432_000022,4,full,180,0.3353462611311357,0.21369050675089893,1682014432_000077
1682014432,1682014432_000023,4,full,180,0.18368472719688547,0.06792527203730403,1682014432_000043
1682014432,1682014432_000024,4,full,180,0.06870496494538328,-0.05504454611450927,1682014432_000022
1682014432,1682014432_000025,4,full,180,0.3138948987647224,0.19064071798003757,1682014432_000089
1682014432,1682014432_000026,4,full,180,0.11857018664019307,0.0548307172566471,1682014432_000009
1682014432,1682014432_000027,4,full,180,0.22071222903188395,0.08951408889139327,1682014432_000032
1682014432,1682014432_000028,4,full,180,0.17099551149883538,0.14558878383620757,1682014432_000060
1682014432,1682014432_000029,4,full,180,0.17339915561385622,0.0693075872786768,1682014432_000050
1682014432,1682014432_000030,4,full,180,0.05778324175998134,-0.06999259461603448,1682014432_000055
1682014432,1682014432_000031,4,full,180,0.3983135238180753,0.3176543209114366,1682014432_000046
1682014432,1682014432_000032,4,full,180,0.3387207345679715,0.2491665976072741,1682014432_000006
1682014432,1682014432_000033,4,full,180,0.062460008653612564,-0.03714003320138234,1682014432_000098
1682014432,1682014432_000034,4,full,180,0.06272293394391072,-0.16209210457324527,1682014432_000092
1682014432,1682014432_000035,4,full,180,0.08894952567756294,-0.01810502336739102,1682014432_000037
1682014432,1682014432_000036,4,full,180,0.1529037910685456,0.021134162888959074,1682014432_000013
1682014432,1682014432_000037,4,full,180,0.12222880056036063,0.018760660046239674,1682014432_000041
1682014432,1682014432_000038,4,full,180,0.027741586492267444,-0.03536141586981736,1682014432_000070
1682014432,1682014432_000039,4,full,180,0.10749185989315126,-0.0168708945868425,1682014432_000047
1682014432,1682014432_000040,4,full,180,0.010331023001657197,-0.0672543425336533,1682014432_000025
1682014432,1682014432_000041,4,full,180,0.20407703176861006,0.09672010504166972,1682014432_000054
1682014432,1682014432_000042,4,full,180,0.3974119447796129,0.2601292579470661,1682014432_000065
1682014432,1682014432_000043,4,full,180,0.31510182656214114,0.22377268732795522,1682014432_000068
1682014432,1682014432_000044,4,full,180,0.23152535448580122,0.1195634406818382,1682014432_000040
1682014432,1682014432_000045,4,full,180,-0.03602605195692305,-0.08836051834508905,1682014432_000066
1682014432,1682014432_000046,4,full,180,0.31216548016213136,0.19024340218722988,1682014432_000012
1682014432,1682014432_000047,4,full,180,0.13908463690007591,0.027813079915408528,1682014432_000026
1682014432,1682014432_000048,4,full,180,0.051080222007804404,-0.050151307479988916,1682014432_000003
1682014432,1682014432_000049,4,full,180,0.024029319912804603,-0.1628094616535413,1682014432_000029
1682014432,1682014432_000050,4,full,180,0.03256344705047166,-0.07643153028834804,1682014432_000112
1682014432,1682014432_000051,4,full,180,-0.12434631289219707,-0.2568440652076814,1682014432_000063
1682014432,1682014432_000052,4,full,180,-0.19870605847182385,-0.2378301318605447,1682014432_000059
1682014432,1682014432_000053,4,full,180,0.35875844487335057,0.2768767601910151,1682014432_000002
1682014432,1682014432_000054,4,full,180,-0.024220172352458564,-0.11503230379873945,1682014432_000082
1682014432,1682014432_000055,4,full,180,0.16575952102494848,0.054459975120113524,1682014432_000074
1682014432,1682014432_000056,4,full,180,0.3107020246844557,0.17675609683301582,1682014432_000038
1682014432,1682014432_000057,4,full,180,-0.014936492106275864,-0.23193497036235786,1682014432_000101
1682014432,1682014432_000058,4,full,180,0.2621348237777857,0.21446941795890836,1682014432_000108
1682014432,1682014432_000059,4,full,180,0.0763141653883679,-0.05842853656016827,1682014432_000031
1682014432,1682014432_000060,4,full,180,-0.25225057538897305,-0.2629721585924027,1682014432_000056
1682014432,1682014432_000061,4,full,180,-0.016657646140682453,-0.13653559501249043,1682014432_000064
1682014432,1682014432_000062,4,full,180,-0.11988730228432375,-0.22361982791404408,1682014432_000090
1682014432,1682014432_000063,4,full,180,0.11355938263488093,0.02732536516264696,1682014432_000095
1682014432,1682014432_000064,4,full,180,0.07611528957813139,-0.03996734966820631,1682014432_000033
1682014432,1682014432_000065,4,full,180,0.36046810502962007,0.23095657215378265,1682014432_000008
1682014432,1682014432_000066,4,full,180,-0.073490507129286,-0.1910661671976426,1682014432_000091
1682014432,1682014432_000067,4,full,180,0.05363290631964479,-0.0681367062038314,1682014432_000021
1682014432,1682014432_000068,4,full,180,0.2792844609242764,0.034902223146170246,1682014432_000103
1682014432,1682014432_000069,4,full,180,0.00023647852988209947,-0.06397580891331671,1682014432_000073
1682014432,1682014432_000070,4,full,180,-0.21666190580876266,-0.24598204479625843,1682014432_000051
1682014432,1682014432_000071,4,full,180,0.06460508792896115,-0.004162353940717375,1682014432_000004
1682014432,1682014432_000072,4,full,180,-0.03698756189774971,-0.07432600431355586,1682014432_000085
1682014432,1682014432_000073,4,full,180,0.1463314167573764,0.06963588142742792,1682014432_000072
1682014432,1682014432_000074,4,full,180,-0.07489524516012293,-0.1989947243735135,1682014432_000048
1682014432,1682014432_000075,4,full,180,0.2929288214027885,0.10018842049626957,1682014432_000057
1682014432,1682014432_000076,4,full,180,0.053205978203078284,-0.13038928112476383,1682014432_000028
1682014432,1682014432_000077,4,full,180,-0.10943746273949007,-0.1655165310944864,1682014432_000099
1682014432,1682014432_000078,4,full,180,-0.22699799048890176,-0.4157129908604047,1682014432_000020
1682014432,1682014432_000079,4,full,180,0.2890744976655819,0.1738747476132945,1682014432_000105
1682014432,1682014432_000080,4,full,180,0.3254352748446014,0.22295441892092072,1682014432_000024
1682014432,1682014432_000081,4,full,180,0.2907263466896125,0.2769280175809734,1682014432_000076
1682014432,1682014432_000082,4,full,180,0.1419563869213773,0.07414563933672588,1682014432_000000
1682014432,1682014432_000083,4,full,180,0.24776728668615364,0.22883835564690094,1682014432_000106
1682014432,1682014432_000084,4,full,180,0.323525694914004,0.18964640585298165,1682014432_000083
1682014432,1682014432_000085,4,full,180,0.3514607303130089,0.2730313196250017,1682014432_000053
1682014432,1682014432_000086,4,full,180,0.40778999321907516,0.2567698960693429,1682014432_000049
1682014432,1682014432_000087,4,full,180,0.08851973225652436,-0.045953612090493735,1682014432_000039
1682014432,1682014432_000088,4,full,180,0.06825576364178014,0.012358153673090769,1682014432_000016
1682014432,1682014432_000089,4,full,180,-0.00912409631223591,-0.10551846070021753,1682014432_000079
1682014432,1682014432_000090,4,full,180,0.30334262199562306,0.19992026462543788,1682014432_000081
1682014432,1682014432_000091,4,full,180,0.33499157429709153,0.21315656859188115,1682014432_000075
