session,frame,grid,variant,orientation,matched,mismatched,partner
20241219_050648,20241219_050648_000056,4,full,0,-0.1711131785754507,-0.12660765839300617,20241219_050648_000053
20241219_050648,20241219_050648_000057,4,full,0,-0.09239755549460756,-0.10904727868831639,20241219_050648_000030
20241219_050648,20241219_050648_000058,4,full,0,0.02830388428526466,0.1191180758479275,20241219_050648_000046
20241219_050648,20241219_050648_000059,4,full,0,0.20327284298922707,0.15570406332832104,20241219_050648_000057
20241219_050648,20241219_050648_000060,4,full,0,0.2733092728451469,0.3024750774240111,20241219_050648_000022
20241219_050648,20241219_050648_000061,4,full,0,0.13105386445632664,0.20442656597463513,20241219_050648_000016
20241219_050648,20241219_050648_000062,4,full,0,-0.07955262895312783,-0.09824136668526827,20241219_050648_000012
20241219_050648,20241219_050648_000063,4,full,0,0.20271272585960554,0.19547016840873485,20241219_050648_000050
20241219_051150,20241219_051150_000000,4,full,0,0.18473512696369163,0.26044112796787827,20241219_051150_000007
20241219_051150,20241219_051150_000001,4,full,0,0.2282984951274962,0.23930902719413463,20241219_051150_000023
20241219_051150,20241219_051150_000002,4,full,0,-0.08420670216332497,-0.09745011523305863,20241219_051150_000005
20241219_051150,20241219_051150_000003,4,full,0,-0.18829480309267024,-0.15807822850301878,20241219_051150_000021
20241219_051150,20241219_051150_000004,4,full,0,0.13064101370388456,0.21907171849234716,20241219_051150_000009
20241219_051150,20241219_051150_000005,4,full,0,0.30280314012831877,0.3037416055481376,20241219_051150_000038
20241219_051150,20241219_051150_000006,4,full,0,-0.16877467589756834,-0.17118845192899992,20241219_051150_000061
20241219_051150,20241219_051150_000007,4,full,0,0.1901468009005718,0.14795908034536864,20241219_051150_000041
20241219_051150,20241219_051150_000008,4,full,0,-0.02654517628780374,-0.0013988057681563377,20241219_051150_000039
