timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/07 22:45:01.027, 26895 MiB, 81920 MiB, 54 %, 191.69 W, 49
2026/09/07 22:45:31.029, 26895 MiB, 81920 MiB, 23 %, 91.45 W, 43
2026/09/07 22:46:01.030, 26895 MiB, 81920 MiB, 0 %, 89.97 W, 42
2026/09/07 22:46:31.031, 26895 MiB, 81920 MiB, 55 %, 91.96 W, 44
2026/09/07 22:47:01.033, 26895 MiB, 81920 MiB, 77 %, 93.59 W, 47
2026/09/07 22:47:31.036, 26895 MiB, 81920 MiB, 51 %, 112.41 W, 46
2026/09/07 22:48:01.038, 26895 MiB, 81920 MiB, 16 %, 114.71 W, 46
2026/09/07 22:48:31.040, 26895 MiB, 81920 MiB, 30 %, 184.20 W, 46
2026/09/07 22:49:01.041, 26895 MiB, 81920 MiB, 0 %, 91.62 W, 44
2026/09/07 22:49:31.042, 26895 MiB, 81920 MiB, 46 %, 217.82 W, 46
2026/09/07 22:50:01.044, 26895 MiB, 81920 MiB, 90 %, 101.47 W, 46
2026/09/07 22:50:31.045, 26895 MiB, 81920 MiB, 68 %, 215.07 W, 47
2026/09/07 22:51:01.050, 26895 MiB, 81920 MiB, 66 %, 94.51 W, 47
2026/09/07 22:51:31.051, 26895 MiB, 81920 MiB, 77 %, 168.03 W, 47
2026/09/07 22:52:01.053, 26895 MiB, 81920 MiB, 16 %, 90.94 W, 43
2026/09/07 22:52:31.054, 26895 MiB, 81920 MiB, 85 %, 298.55 W, 48
2026/09/07 22:53:01.055, 26895 MiB, 81920 MiB, 2 %, 91.26 W, 43
2026/09/07 22:53:31.056, 26895 MiB, 81920 MiB, 0 %, 91.26 W, 43
2026/09/07 22:54:01.058, 26895 MiB, 81920 MiB, 73 %, 92.63 W, 45
2026/09/07 22:54:31.059, 27759 MiB, 81920 MiB, 0 %, 73.00 W, 41
2026/09/07 22:55:01.061, 27759 MiB, 81920 MiB, 72 %, 91.96 W, 44
2026/09/07 22:55:31.062, 27759 MiB, 81920 MiB, 0 %, 91.54 W, 43
2026/09/07 22:56:01.063, 27759 MiB, 81920 MiB, 0 %, 72.55 W, 41
2026/09/07 22:56:31.064, 27759 MiB, 81920 MiB, 0 %, 72.48 W, 41
2026/09/07 22:57:01.068, 27759 MiB, 81920 MiB, 51 %, 117.64 W, 44
2026/09/07 22:57:31.070, 27983 MiB, 81920 MiB, 88 %, 92.42 W, 45
2026/09/07 22:58:01.071, 27983 MiB, 81920 MiB, 0 %, 92.69 W, 42
2026/09/07 22:58:31.073, 27983 MiB, 81920 MiB, 55 %, 90.86 W, 42
2026/09/07 22:59:01.074, 27983 MiB, 81920 MiB, 43 %, 109.98 W, 45
2026/09/07 22:59:31.077, 27983 MiB, 81920 MiB, 0 %, 90.07 W, 42
2026/09/07 23:00:01.079, 27983 MiB, 81920 MiB, 48 %, 258.10 W, 46
2026/09/07 23:00:31.081, 27983 MiB, 81920 MiB, 68 %, 120.65 W, 47
2026/09/07 23:01:01.082, 27983 MiB, 81920 MiB, 14 %, 92.30 W, 42
2026/09/07 23:01:31.084, 27983 MiB, 81920 MiB, 73 %, 91.12 W, 44
2026/09/07 23:02:01.088, 27983 MiB, 81920 MiB, 58 %, 90.94 W, 43
2026/09/07 23:02:31.090, 27983 MiB, 81920 MiB, 0 %, 78.32 W, 42
2026/09/07 23:03:01.091, 27983 MiB, 81920 MiB, 0 %, 72.57 W, 41
2026/09/07 23:03:31.093, 27983 MiB, 81920 MiB, 67 %, 375.97 W, 46
2026/09/07 23:04:01.095, 27983 MiB, 81920 MiB, 0 %, 160.65 W, 43
2026/09/07 23:04:31.097, 27983 MiB, 81920 MiB, 56 %, 112.09 W, 44
2026/09/07 23:05:01.098, 27983 MiB, 81920 MiB, 3 %, 89.74 W, 41
2026/09/07 23:05:31.099, 27983 MiB, 81920 MiB, 100 %, 101.08 W, 45
2026/09/07 23:06:01.101, 27983 MiB, 81920 MiB, 0 %, 73.17 W, 42
2026/09/07 23:06:31.103, 27983 MiB, 81920 MiB, 0 %, 89.84 W, 42
2026/09/07 23:07:01.104, 27983 MiB, 81920 MiB, 67 %, 120.31 W, 43
2026/09/07 23:07:31.106, 27983 MiB, 81920 MiB, 0 %, 89.74 W, 42
2026/09/07 23:08:01.109, 27983 MiB, 81920 MiB, 32 %, 162.62 W, 44
2026/09/07 23:08:31.111, 27983 MiB, 81920 MiB, 19 %, 265.80 W, 48
2026/09/07 23:09:01.112, 27983 MiB, 81920 MiB, 72 %, 91.43 W, 43
2026/09/07 23:09:31.114, 27983 MiB, 81920 MiB, 30 %, 92.30 W, 46
2026/09/07 23:10:01.116, 27983 MiB, 81920 MiB, 0 %, 257.30 W, 47
2026/09/07 23:10:31.123, 27983 MiB, 81920 MiB, 9 %, 84.07 W, 41
2026/09/07 23:11:01.125, 27983 MiB, 81920 MiB, 67 %, 303.59 W, 46
2026/09/07 23:11:31.126, 27983 MiB, 81920 MiB, 73 %, 90.94 W, 42
2026/09/07 23:12:01.132, 27983 MiB, 81920 MiB, 0 %, 90.07 W, 43
2026/09/07 23:12:31.133, 27983 MiB, 81920 MiB, 93 %, 137.33 W, 45
2026/09/07 23:13:01.134, 27983 MiB, 81920 MiB, 30 %, 157.84 W, 44
2026/09/07 23:13:31.135, 27983 MiB, 81920 MiB, 0 %, 90.75 W, 42
2026/09/07 23:14:01.136, 27983 MiB, 81920 MiB, 0 %, 90.76 W, 42
2026/09/07 23:14:31.138, 27983 MiB, 81920 MiB, 88 %, 275.55 W, 49
2026/09/07 23:15:01.139, 27983 MiB, 81920 MiB, 1 %, 280.87 W, 45
2026/09/07 23:15:31.140, 27983 MiB, 81920 MiB, 72 %, 322.77 W, 49
2026/09/07 23:16:01.142, 27983 MiB, 81920 MiB, 60 %, 90.52 W, 42
2026/09/07 23:16:31.143, 27983 MiB, 81920 MiB, 0 %, 90.16 W, 42
2026/09/07 23:17:01.144, 27983 MiB, 81920 MiB, 40 %, 112.76 W, 45
2026/09/07 23:17:31.146, 27983 MiB, 81920 MiB, 80 %, 135.55 W, 48
2026/09/07 23:18:01.148, 27983 MiB, 81920 MiB, 37 %, 138.19 W, 45
2026/09/07 23:18:31.151, 27983 MiB, 81920 MiB, 58 %, 244.61 W, 45
2026/09/07 23:19:01.152, 27983 MiB, 81920 MiB, 73 %, 91.16 W, 43
2026/09/07 23:19:31.153, 27983 MiB, 81920 MiB, 2 %, 72.92 W, 42
2026/09/07 23:20:01.155, 27983 MiB, 81920 MiB, 81 %, 154.47 W, 47
2026/09/07 23:20:31.156, 27983 MiB, 81920 MiB, 58 %, 133.33 W, 47
2026/09/07 23:21:01.157, 27983 MiB, 81920 MiB, 0 %, 91.43 W, 43
2026/09/07 23:21:31.159, 27983 MiB, 81920 MiB, 0 %, 90.34 W, 43
2026/09/07 23:22:01.160, 27983 MiB, 81920 MiB, 69 %, 261.41 W, 49
2026/09/07 23:22:31.162, 27983 MiB, 81920 MiB, 45 %, 295.01 W, 49
2026/09/07 23:23:01.163, 27983 MiB, 81920 MiB, 0 %, 73.00 W, 41
2026/09/07 23:23:31.164, 27983 MiB, 81920 MiB, 91 %, 131.09 W, 45
2026/09/07 23:24:01.166, 27983 MiB, 81920 MiB, 0 %, 92.05 W, 43
2026/09/07 23:24:31.166, 27983 MiB, 81920 MiB, 0 %, 91.03 W, 43
2026/09/07 23:25:01.168, 27983 MiB, 81920 MiB, 0 %, 90.07 W, 42
2026/09/07 23:25:31.169, 27983 MiB, 81920 MiB, 10 %, 116.45 W, 45
2026/09/07 23:26:01.170, 27983 MiB, 81920 MiB, 0 %, 90.52 W, 43
2026/09/07 23:26:31.172, 27983 MiB, 81920 MiB, 36 %, 108.53 W, 43
2026/09/07 23:27:01.174, 27983 MiB, 81920 MiB, 0 %, 90.52 W, 43
2026/09/07 23:27:31.175, 27983 MiB, 81920 MiB, 89 %, 135.82 W, 46
2026/09/07 23:28:01.176, 27983 MiB, 81920 MiB, 77 %, 202.60 W, 49
2026/09/07 23:28:31.177, 27983 MiB, 81920 MiB, 71 %, 244.19 W, 49
2026/09/07 23:29:01.179, 27983 MiB, 81920 MiB, 1 %, 72.84 W, 42
2026/09/07 23:29:31.180, 27985 MiB, 81920 MiB, 0 %, 71.73 W, 39
2026/09/07 23:30:01.181, 27985 MiB, 81920 MiB, 0 %, 70.86 W, 37
2026/09/07 23:30:31.182, 27985 MiB, 81920 MiB, 0 %, 70.66 W, 36
2026/09/07 23:31:01.184, 27985 MiB, 81920 MiB, 0 %, 88.00 W, 40
2026/09/07 23:31:31.185, 27985 MiB, 81920 MiB, 62 %, 137.18 W, 45
2026/09/07 23:32:01.187, 27985 MiB, 81920 MiB, 91 %, 260.27 W, 46
2026/09/07 23:32:31.191, 27987 MiB, 81920 MiB, 0 %, 104.55 W, 41
2026/09/07 23:33:01.192, 27987 MiB, 81920 MiB, 47 %, 91.86 W, 44
2026/09/07 23:33:31.194, 27987 MiB, 81920 MiB, 0 %, 90.94 W, 42
2026/09/07 23:34:01.195, 27987 MiB, 81920 MiB, 76 %, 280.60 W, 48
2026/09/07 23:34:31.196, 27987 MiB, 81920 MiB, 22 %, 91.72 W, 43
2026/09/07 23:35:01.199, 27987 MiB, 81920 MiB, 32 %, 243.07 W, 44
2026/09/07 23:35:31.200, 27987 MiB, 81920 MiB, 2 %, 90.16 W, 44
2026/09/07 23:36:01.200, 27987 MiB, 81920 MiB, 0 %, 90.34 W, 41
2026/09/07 23:36:31.202, 27987 MiB, 81920 MiB, 0 %, 90.67 W, 42
2026/09/07 23:37:01.203, 27987 MiB, 81920 MiB, 7 %, 113.88 W, 46
2026/09/07 23:37:31.204, 27987 MiB, 81920 MiB, 1 %, 93.59 W, 43
2026/09/07 23:38:01.206, 27987 MiB, 81920 MiB, 85 %, 332.17 W, 48
2026/09/07 23:38:31.207, 27987 MiB, 81920 MiB, 24 %, 107.92 W, 45
2026/09/07 23:39:01.209, 27987 MiB, 81920 MiB, 93 %, 284.69 W, 49
2026/09/07 23:39:31.210, 27987 MiB, 81920 MiB, 34 %, 121.12 W, 46
2026/09/07 23:40:01.214, 27987 MiB, 81920 MiB, 61 %, 92.40 W, 44
2026/09/07 23:40:31.216, 27987 MiB, 81920 MiB, 29 %, 293.54 W, 49
2026/09/07 23:41:01.218, 27987 MiB, 81920 MiB, 23 %, 91.26 W, 43
2026/09/07 23:41:31.221, 27987 MiB, 81920 MiB, 60 %, 143.51 W, 44
2026/09/07 23:42:01.224, 27987 MiB, 81920 MiB, 48 %, 166.40 W, 45
2026/09/07 23:42:31.226, 27987 MiB, 81920 MiB, 83 %, 235.80 W, 46
2026/09/07 23:43:01.227, 27987 MiB, 81920 MiB, 73 %, 93.22 W, 44
2026/09/07 23:43:31.228, 27987 MiB, 81920 MiB, 38 %, 114.38 W, 44
2026/09/07 23:44:01.230, 27987 MiB, 81920 MiB, 71 %, 112.09 W, 47
2026/09/07 23:44:31.230, 27987 MiB, 81920 MiB, 2 %, 93.42 W, 42
2026/09/07 23:45:01.232, 27987 MiB, 81920 MiB, 32 %, 91.53 W, 43
2026/09/07 23:45:31.233, 27987 MiB, 81920 MiB, 54 %, 108.34 W, 43
2026/09/07 23:46:01.235, 27987 MiB, 81920 MiB, 59 %, 91.53 W, 44
2026/09/07 23:46:31.236, 27987 MiB, 81920 MiB, 34 %, 284.39 W, 46
2026/09/07 23:47:01.237, 27987 MiB, 81920 MiB, 74 %, 114.47 W, 48
2026/09/07 23:47:31.239, 27987 MiB, 81920 MiB, 59 %, 133.93 W, 44
2026/09/07 23:48:01.240, 27987 MiB, 81920 MiB, 0 %, 91.35 W, 43
2026/09/07 23:48:31.241, 27987 MiB, 81920 MiB, 15 %, 91.35 W, 43
2026/09/07 23:49:01.242, 27987 MiB, 81920 MiB, 1 %, 214.03 W, 45
2026/09/07 23:49:31.244, 27987 MiB, 81920 MiB, 26 %, 196.80 W, 46
2026/09/07 23:50:01.245, 27987 MiB, 81920 MiB, 6 %, 298.56 W, 49
2026/09/07 23:50:31.246, 27987 MiB, 81920 MiB, 58 %, 166.05 W, 45
2026/09/07 23:51:01.255, 27987 MiB, 81920 MiB, 90 %, 108.08 W, 45
2026/09/07 23:51:31.257, 27987 MiB, 81920 MiB, 0 %, 90.94 W, 42
2026/09/07 23:52:01.259, 27987 MiB, 81920 MiB, 23 %, 297.06 W, 49
2026/09/07 23:52:31.262, 27987 MiB, 81920 MiB, 80 %, 96.08 W, 48
2026/09/07 23:53:01.263, 27987 MiB, 81920 MiB, 0 %, 91.12 W, 42
2026/09/07 23:53:31.264, 27987 MiB, 81920 MiB, 0 %, 72.92 W, 42
2026/09/07 23:54:01.266, 27987 MiB, 81920 MiB, 55 %, 97.65 W, 45
2026/09/07 23:54:31.267, 27987 MiB, 81920 MiB, 33 %, 280.26 W, 45
2026/09/07 23:55:01.268, 27987 MiB, 81920 MiB, 52 %, 140.40 W, 47
2026/09/07 23:55:31.269, 27987 MiB, 81920 MiB, 0 %, 90.86 W, 43
2026/09/07 23:56:01.273, 27987 MiB, 81920 MiB, 25 %, 242.58 W, 44
2026/09/07 23:56:31.288, 27987 MiB, 81920 MiB, 95 %, 102.16 W, 48
2026/09/07 23:57:01.292, 27987 MiB, 81920 MiB, 28 %, 91.62 W, 44
2026/09/07 23:57:31.294, 27987 MiB, 81920 MiB, 77 %, 283.22 W, 51
2026/09/07 23:58:01.295, 27987 MiB, 81920 MiB, 0 %, 114.83 W, 45
2026/09/07 23:58:31.296, 27987 MiB, 81920 MiB, 0 %, 90.95 W, 42
2026/09/07 23:59:01.298, 27987 MiB, 81920 MiB, 16 %, 101.12 W, 47
2026/09/07 23:59:31.299, 27987 MiB, 81920 MiB, 34 %, 189.02 W, 46
2026/09/08 00:00:01.300, 27987 MiB, 81920 MiB, 91 %, 277.90 W, 50
2026/09/08 00:00:31.304, 27987 MiB, 81920 MiB, 92 %, 365.48 W, 50
2026/09/08 00:01:01.306, 27987 MiB, 81920 MiB, 0 %, 73.00 W, 42
2026/09/08 00:01:31.307, 27987 MiB, 81920 MiB, 0 %, 72.33 W, 41
2026/09/08 00:02:01.309, 27987 MiB, 81920 MiB, 94 %, 150.73 W, 47
2026/09/08 00:02:31.310, 27987 MiB, 81920 MiB, 0 %, 72.65 W, 41
2026/09/08 00:03:01.311, 27987 MiB, 81920 MiB, 0 %, 90.57 W, 42
2026/09/08 00:03:31.313, 27987 MiB, 81920 MiB, 41 %, 265.52 W, 45
2026/09/08 00:04:01.315, 27987 MiB, 81920 MiB, 0 %, 72.73 W, 41
2026/09/08 00:04:31.317, 27987 MiB, 81920 MiB, 0 %, 90.57 W, 42
2026/09/08 00:05:01.319, 27987 MiB, 81920 MiB, 0 %, 90.95 W, 42
2026/09/08 00:05:31.321, 27987 MiB, 81920 MiB, 3 %, 240.33 W, 44
2026/09/08 00:06:01.323, 27987 MiB, 81920 MiB, 71 %, 277.63 W, 47
2026/09/08 00:06:31.324, 27987 MiB, 81920 MiB, 0 %, 90.43 W, 41
2026/09/08 00:07:01.326, 27987 MiB, 81920 MiB, 1 %, 91.86 W, 43
2026/09/08 00:07:31.327, 27987 MiB, 81920 MiB, 0 %, 91.45 W, 42
2026/09/08 00:08:01.328, 27987 MiB, 81920 MiB, 42 %, 91.62 W, 44
2026/09/08 00:08:31.330, 27987 MiB, 81920 MiB, 26 %, 90.84 W, 44
2026/09/08 00:09:01.331, 27987 MiB, 81920 MiB, 55 %, 110.26 W, 45
2026/09/08 00:09:31.332, 27987 MiB, 81920 MiB, 0 %, 72.73 W, 41
2026/09/08 00:10:01.335, 27987 MiB, 81920 MiB, 0 %, 72.40 W, 41
2026/09/08 00:10:31.337, 27987 MiB, 81920 MiB, 0 %, 90.57 W, 42
2026/09/08 00:11:01.338, 27987 MiB, 81920 MiB, 76 %, 175.74 W, 44
2026/09/08 00:11:31.339, 27987 MiB, 81920 MiB, 9 %, 91.35 W, 44
2026/09/08 00:12:01.340, 27987 MiB, 81920 MiB, 0 %, 91.35 W, 43
2026/09/08 00:12:31.341, 27987 MiB, 81920 MiB, 89 %, 100.59 W, 47
2026/09/08 00:13:01.342, 27987 MiB, 81920 MiB, 12 %, 92.05 W, 43
2026/09/08 00:13:31.343, 27987 MiB, 81920 MiB, 43 %, 144.73 W, 45
2026/09/08 00:14:01.345, 27987 MiB, 81920 MiB, 79 %, 284.12 W, 48
2026/09/08 00:14:31.346, 27987 MiB, 81920 MiB, 0 %, 90.35 W, 42
2026/09/08 00:15:01.348, 27987 MiB, 81920 MiB, 16 %, 140.88 W, 44
2026/09/08 00:15:31.349, 27987 MiB, 81920 MiB, 54 %, 142.04 W, 43
2026/09/08 00:16:01.350, 27987 MiB, 81920 MiB, 36 %, 132.14 W, 47
2026/09/08 00:16:31.352, 27987 MiB, 81920 MiB, 49 %, 91.26 W, 43
2026/09/08 00:17:01.353, 27987 MiB, 81920 MiB, 65 %, 94.68 W, 46
2026/09/08 00:17:31.355, 27987 MiB, 81920 MiB, 68 %, 137.63 W, 46
2026/09/08 00:18:01.356, 27987 MiB, 81920 MiB, 39 %, 192.56 W, 45
2026/09/08 00:18:31.357, 27987 MiB, 81920 MiB, 0 %, 90.75 W, 42
2026/09/08 00:19:01.358, 27987 MiB, 81920 MiB, 0 %, 72.73 W, 41
2026/09/08 00:19:31.360, 27987 MiB, 81920 MiB, 0 %, 90.43 W, 42
2026/09/08 00:20:01.362, 27987 MiB, 81920 MiB, 63 %, 91.53 W, 44
2026/09/08 00:20:31.363, 27987 MiB, 81920 MiB, 83 %, 107.21 W, 46
2026/09/08 00:21:01.364, 27987 MiB, 81920 MiB, 0 %, 91.16 W, 42
2026/09/08 00:21:31.366, 27987 MiB, 81920 MiB, 34 %, 171.20 W, 44
2026/09/08 00:22:01.367, 27987 MiB, 81920 MiB, 0 %, 91.03 W, 42
2026/09/08 00:22:31.368, 27987 MiB, 81920 MiB, 44 %, 154.47 W, 46
2026/09/08 00:23:01.369, 27987 MiB, 81920 MiB, 0 %, 72.65 W, 41
2026/09/08 00:23:31.372, 27987 MiB, 81920 MiB, 74 %, 211.00 W, 46
2026/09/08 00:24:01.374, 27987 MiB, 81920 MiB, 92 %, 137.00 W, 49
2026/09/08 00:24:31.375, 27987 MiB, 81920 MiB, 36 %, 92.73 W, 43
2026/09/08 00:25:01.377, 27987 MiB, 81920 MiB, 18 %, 277.02 W, 45
2026/09/08 00:25:31.379, 27987 MiB, 81920 MiB, 32 %, 260.82 W, 50
2026/09/08 00:26:01.379, 27987 MiB, 81920 MiB, 0 %, 92.49 W, 43
2026/09/08 00:26:31.381, 27987 MiB, 81920 MiB, 0 %, 91.12 W, 42
2026/09/08 00:27:01.382, 27987 MiB, 81920 MiB, 0 %, 90.86 W, 43
2026/09/08 00:27:31.383, 27987 MiB, 81920 MiB, 45 %, 91.54 W, 43
2026/09/08 00:28:01.386, 27987 MiB, 81920 MiB, 75 %, 178.67 W, 49
2026/09/08 00:28:31.387, 27987 MiB, 81920 MiB, 17 %, 78.13 W, 41
2026/09/08 00:29:01.388, 27987 MiB, 81920 MiB, 90 %, 95.16 W, 44
2026/09/08 00:29:31.390, 27987 MiB, 81920 MiB, 30 %, 91.03 W, 43
2026/09/08 00:30:01.391, 27987 MiB, 81920 MiB, 34 %, 132.14 W, 45
2026/09/08 00:30:31.397, 27987 MiB, 81920 MiB, 93 %, 274.36 W, 46
2026/09/08 00:31:01.400, 27987 MiB, 81920 MiB, 97 %, 154.14 W, 45
2026/09/08 00:31:31.402, 27987 MiB, 81920 MiB, 92 %, 109.77 W, 48
2026/09/08 00:32:01.404, 27987 MiB, 81920 MiB, 45 %, 92.49 W, 44
2026/09/08 00:32:31.406, 27987 MiB, 81920 MiB, 99 %, 249.06 W, 45
2026/09/08 00:33:01.407, 27987 MiB, 81920 MiB, 7 %, 206.45 W, 46
2026/09/08 00:33:31.408, 27987 MiB, 81920 MiB, 55 %, 298.30 W, 48
2026/09/08 00:34:01.410, 27987 MiB, 81920 MiB, 0 %, 72.80 W, 41
2026/09/08 00:34:31.412, 27987 MiB, 81920 MiB, 82 %, 248.66 W, 47
2026/09/08 00:35:01.414, 27987 MiB, 81920 MiB, 35 %, 114.23 W, 45
2026/09/08 00:35:31.416, 27987 MiB, 81920 MiB, 100 %, 100.97 W, 43
2026/09/08 00:36:01.418, 27987 MiB, 81920 MiB, 0 %, 71.46 W, 38
2026/09/08 00:36:31.419, 27987 MiB, 81920 MiB, 0 %, 71.46 W, 38
2026/09/08 00:37:01.421, 27987 MiB, 81920 MiB, 53 %, 128.02 W, 45
2026/09/08 00:37:31.422, 27987 MiB, 81920 MiB, 67 %, 309.81 W, 47
2026/09/08 00:38:01.426, 27987 MiB, 81920 MiB, 64 %, 90.76 W, 42
2026/09/08 00:38:31.428, 27987 MiB, 81920 MiB, 96 %, 91.81 W, 44
2026/09/08 00:39:01.429, 27987 MiB, 81920 MiB, 0 %, 91.22 W, 43
2026/09/08 00:39:31.430, 27987 MiB, 81920 MiB, 0 %, 90.25 W, 42
2026/09/08 00:40:01.431, 27987 MiB, 81920 MiB, 1 %, 72.88 W, 41
2026/09/08 00:40:31.432, 27987 MiB, 81920 MiB, 16 %, 245.99 W, 44
2026/09/08 00:41:01.434, 27987 MiB, 81920 MiB, 28 %, 93.00 W, 46
2026/09/08 00:41:31.436, 27987 MiB, 81920 MiB, 99 %, 167.76 W, 45
2026/09/08 00:42:01.437, 27987 MiB, 81920 MiB, 20 %, 91.12 W, 43
2026/09/08 00:42:31.441, 27987 MiB, 81920 MiB, 25 %, 229.06 W, 47
2026/09/08 00:43:01.443, 27987 MiB, 81920 MiB, 26 %, 212.79 W, 46
2026/09/08 00:43:31.447, 27987 MiB, 81920 MiB, 0 %, 90.94 W, 43
2026/09/08 00:44:01.451, 27987 MiB, 81920 MiB, 38 %, 96.75 W, 44
2026/09/08 00:44:31.453, 27987 MiB, 81920 MiB, 0 %, 72.73 W, 41
2026/09/08 00:45:01.454, 27987 MiB, 81920 MiB, 55 %, 90.24 W, 43
2026/09/08 00:45:31.456, 27987 MiB, 81920 MiB, 97 %, 296.49 W, 49
2026/09/08 00:46:01.458, 27987 MiB, 81920 MiB, 55 %, 91.35 W, 43
2026/09/08 00:46:31.460, 27987 MiB, 81920 MiB, 0 %, 91.86 W, 42
2026/09/08 00:47:01.461, 27987 MiB, 81920 MiB, 80 %, 92.22 W, 47
2026/09/08 00:47:31.462, 27987 MiB, 81920 MiB, 28 %, 91.16 W, 43
2026/09/08 00:48:01.463, 27987 MiB, 81920 MiB, 2 %, 91.16 W, 43
2026/09/08 00:48:31.465, 27987 MiB, 81920 MiB, 10 %, 113.40 W, 42
2026/09/08 00:49:01.467, 27987 MiB, 81920 MiB, 87 %, 300.10 W, 49
2026/09/08 00:49:31.469, 27987 MiB, 81920 MiB, 0 %, 90.94 W, 43
2026/09/08 00:50:01.470, 27987 MiB, 81920 MiB, 0 %, 90.67 W, 42
2026/09/08 00:50:31.472, 27987 MiB, 81920 MiB, 60 %, 234.01 W, 45
2026/09/08 00:51:01.473, 27987 MiB, 81920 MiB, 81 %, 211.17 W, 48
2026/09/08 00:51:31.474, 27987 MiB, 81920 MiB, 16 %, 89.66 W, 42
2026/09/08 00:52:01.476, 27987 MiB, 81920 MiB, 48 %, 92.05 W, 44
2026/09/08 00:52:31.478, 27987 MiB, 81920 MiB, 29 %, 73.44 W, 42
2026/09/08 00:53:01.479, 27987 MiB, 81920 MiB, 81 %, 282.34 W, 48
