timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/08 00:07:01.391, 28435 MiB, 81920 MiB, 79 %, 170.20 W, 53
2026/09/08 00:07:31.392, 28435 MiB, 81920 MiB, 0 %, 86.39 W, 46
2026/09/08 00:08:01.393, 28435 MiB, 81920 MiB, 24 %, 85.88 W, 48
2026/09/08 00:08:31.394, 28435 MiB, 81920 MiB, 85 %, 251.83 W, 50
2026/09/08 00:09:01.395, 28435 MiB, 81920 MiB, 28 %, 74.10 W, 44
2026/09/08 00:09:31.398, 28435 MiB, 81920 MiB, 3 %, 86.67 W, 46
2026/09/08 00:10:01.400, 28435 MiB, 81920 MiB, 39 %, 96.85 W, 48
2026/09/08 00:10:31.412, 28435 MiB, 81920 MiB, 60 %, 171.55 W, 50
2026/09/08 00:11:01.414, 28435 MiB, 81920 MiB, 89 %, 88.23 W, 48
2026/09/08 00:11:31.415, 28435 MiB, 81920 MiB, 0 %, 69.83 W, 44
2026/09/08 00:12:01.423, 28435 MiB, 81920 MiB, 73 %, 133.57 W, 52
2026/09/08 00:12:31.425, 28435 MiB, 81920 MiB, 59 %, 104.28 W, 50
2026/09/08 00:13:01.427, 28435 MiB, 81920 MiB, 66 %, 210.09 W, 51
2026/09/08 00:13:31.428, 28435 MiB, 81920 MiB, 37 %, 180.99 W, 52
2026/09/08 00:14:01.430, 28435 MiB, 81920 MiB, 0 %, 86.06 W, 45
2026/09/08 00:14:31.433, 28435 MiB, 81920 MiB, 0 %, 77.41 W, 44
2026/09/08 00:15:01.435, 28435 MiB, 81920 MiB, 1 %, 106.79 W, 48
2026/09/08 00:15:31.436, 28435 MiB, 81920 MiB, 0 %, 87.35 W, 47
2026/09/08 00:16:01.438, 28435 MiB, 81920 MiB, 61 %, 105.97 W, 53
2026/09/08 00:16:31.439, 28435 MiB, 81920 MiB, 37 %, 97.25 W, 49
2026/09/08 00:17:01.440, 28435 MiB, 81920 MiB, 88 %, 138.03 W, 52
2026/09/08 00:17:31.441, 28435 MiB, 81920 MiB, 36 %, 122.62 W, 51
2026/09/08 00:18:01.442, 28435 MiB, 81920 MiB, 81 %, 387.51 W, 53
2026/09/08 00:18:31.443, 28435 MiB, 81920 MiB, 66 %, 348.71 W, 51
2026/09/08 00:19:01.445, 28435 MiB, 81920 MiB, 68 %, 109.35 W, 48
2026/09/08 00:19:31.446, 28435 MiB, 81920 MiB, 67 %, 93.21 W, 49
2026/09/08 00:20:01.447, 28435 MiB, 81920 MiB, 7 %, 87.17 W, 47
2026/09/08 00:20:31.449, 28435 MiB, 81920 MiB, 0 %, 86.67 W, 46
2026/09/08 00:21:01.450, 28435 MiB, 81920 MiB, 47 %, 131.22 W, 48
2026/09/08 00:21:31.452, 28435 MiB, 81920 MiB, 89 %, 89.43 W, 50
2026/09/08 00:22:01.453, 28435 MiB, 81920 MiB, 0 %, 69.68 W, 45
2026/09/08 00:22:31.455, 28435 MiB, 81920 MiB, 78 %, 215.91 W, 49
2026/09/08 00:23:01.456, 28435 MiB, 81920 MiB, 0 %, 85.37 W, 45
2026/09/08 00:23:31.458, 28435 MiB, 81920 MiB, 0 %, 86.06 W, 45
2026/09/08 00:24:01.459, 28435 MiB, 81920 MiB, 45 %, 86.39 W, 45
2026/09/08 00:24:31.460, 28435 MiB, 81920 MiB, 30 %, 86.99 W, 47
2026/09/08 00:25:01.461, 28435 MiB, 81920 MiB, 64 %, 256.57 W, 52
2026/09/08 00:25:31.475, 28435 MiB, 81920 MiB, 8 %, 87.26 W, 46
2026/09/08 00:26:01.476, 28435 MiB, 81920 MiB, 75 %, 98.43 W, 50
2026/09/08 00:26:31.477, 28435 MiB, 81920 MiB, 62 %, 285.87 W, 50
2026/09/08 00:27:01.478, 28435 MiB, 81920 MiB, 89 %, 201.58 W, 49
2026/09/08 00:27:31.480, 28435 MiB, 81920 MiB, 3 %, 86.48 W, 46
2026/09/08 00:28:01.481, 28435 MiB, 81920 MiB, 96 %, 301.89 W, 52
2026/09/08 00:28:31.484, 28435 MiB, 81920 MiB, 63 %, 306.67 W, 52
2026/09/08 00:29:01.486, 28435 MiB, 81920 MiB, 67 %, 326.18 W, 53
2026/09/08 00:29:31.488, 28435 MiB, 81920 MiB, 61 %, 87.86 W, 48
2026/09/08 00:30:01.489, 28435 MiB, 81920 MiB, 74 %, 163.12 W, 49
2026/09/08 00:30:31.490, 28435 MiB, 81920 MiB, 25 %, 148.73 W, 47
2026/09/08 00:31:01.491, 28435 MiB, 81920 MiB, 82 %, 118.86 W, 51
2026/09/08 00:31:31.493, 28435 MiB, 81920 MiB, 78 %, 129.83 W, 52
2026/09/08 00:32:01.494, 28435 MiB, 81920 MiB, 77 %, 129.56 W, 48
2026/09/08 00:32:31.496, 28435 MiB, 81920 MiB, 68 %, 88.04 W, 47
2026/09/08 00:33:01.497, 28435 MiB, 81920 MiB, 66 %, 111.04 W, 48
2026/09/08 00:33:31.499, 28435 MiB, 81920 MiB, 21 %, 88.14 W, 48
2026/09/08 00:34:01.500, 28435 MiB, 81920 MiB, 70 %, 165.10 W, 53
2026/09/08 00:34:31.501, 28435 MiB, 81920 MiB, 0 %, 69.29 W, 43
2026/09/08 00:35:01.503, 28435 MiB, 81920 MiB, 38 %, 182.79 W, 46
2026/09/08 00:35:31.505, 28435 MiB, 81920 MiB, 90 %, 284.44 W, 51
2026/09/08 00:36:01.506, 28435 MiB, 81920 MiB, 81 %, 301.86 W, 52
2026/09/08 00:36:31.507, 28435 MiB, 81920 MiB, 38 %, 149.33 W, 48
2026/09/08 00:37:01.508, 28435 MiB, 81920 MiB, 79 %, 162.36 W, 51
2026/09/08 00:37:31.509, 28435 MiB, 81920 MiB, 63 %, 95.10 W, 49
2026/09/08 00:38:01.510, 28435 MiB, 81920 MiB, 0 %, 84.68 W, 44
2026/09/08 00:38:31.512, 28435 MiB, 81920 MiB, 49 %, 300.44 W, 50
2026/09/08 00:39:01.513, 28435 MiB, 81920 MiB, 83 %, 178.67 W, 53
2026/09/08 00:39:31.515, 28435 MiB, 81920 MiB, 61 %, 118.10 W, 47
2026/09/08 00:40:01.516, 28435 MiB, 81920 MiB, 0 %, 69.83 W, 44
2026/09/08 00:40:31.518, 28435 MiB, 81920 MiB, 0 %, 281.15 W, 49
2026/09/08 00:41:01.520, 28435 MiB, 81920 MiB, 35 %, 311.97 W, 52
2026/09/08 00:41:31.524, 28435 MiB, 81920 MiB, 18 %, 282.35 W, 52
2026/09/08 00:42:01.530, 28435 MiB, 81920 MiB, 27 %, 145.18 W, 48
2026/09/08 00:42:31.531, 28435 MiB, 81920 MiB, 35 %, 281.47 W, 51
2026/09/08 00:43:01.533, 28435 MiB, 81920 MiB, 18 %, 299.26 W, 52
2026/09/08 00:43:31.534, 28435 MiB, 81920 MiB, 55 %, 100.52 W, 47
2026/09/08 00:44:01.535, 28435 MiB, 81920 MiB, 7 %, 85.97 W, 46
2026/09/08 00:44:31.537, 28435 MiB, 81920 MiB, 48 %, 96.85 W, 47
2026/09/08 00:45:01.540, 28435 MiB, 81920 MiB, 72 %, 146.78 W, 49
2026/09/08 00:45:31.541, 28435 MiB, 81920 MiB, 47 %, 90.21 W, 46
2026/09/08 00:46:01.543, 28435 MiB, 81920 MiB, 100 %, 161.93 W, 52
2026/09/08 00:46:31.545, 28435 MiB, 81920 MiB, 3 %, 85.97 W, 45
2026/09/08 00:47:01.547, 28435 MiB, 81920 MiB, 77 %, 97.35 W, 48
2026/09/08 00:47:31.549, 28435 MiB, 81920 MiB, 0 %, 70.03 W, 45
2026/09/08 00:48:01.550, 28435 MiB, 81920 MiB, 18 %, 300.99 W, 52
2026/09/08 00:48:31.551, 28435 MiB, 81920 MiB, 70 %, 88.14 W, 48
2026/09/08 00:49:01.553, 28435 MiB, 81920 MiB, 59 %, 97.45 W, 47
2026/09/08 00:49:31.554, 28435 MiB, 81920 MiB, 18 %, 182.41 W, 49
2026/09/08 00:50:01.555, 28435 MiB, 81920 MiB, 0 %, 86.39 W, 46
2026/09/08 00:50:31.557, 28435 MiB, 81920 MiB, 2 %, 104.07 W, 45
2026/09/08 00:51:01.558, 28435 MiB, 81920 MiB, 92 %, 129.42 W, 51
2026/09/08 00:51:31.562, 28435 MiB, 81920 MiB, 69 %, 185.54 W, 51
2026/09/08 00:52:01.563, 28435 MiB, 81920 MiB, 0 %, 86.15 W, 46
2026/09/08 00:52:31.565, 28435 MiB, 81920 MiB, 31 %, 159.53 W, 51
2026/09/08 00:53:01.567, 28435 MiB, 81920 MiB, 0 %, 86.30 W, 46
2026/09/08 00:53:31.569, 28435 MiB, 81920 MiB, 3 %, 87.86 W, 47
2026/09/08 00:54:01.571, 28435 MiB, 81920 MiB, 0 %, 85.46 W, 45
2026/09/08 00:54:31.572, 28435 MiB, 81920 MiB, 31 %, 276.99 W, 49
2026/09/08 00:55:01.573, 28435 MiB, 81920 MiB, 0 %, 69.36 W, 44
2026/09/08 00:55:31.574, 28435 MiB, 81920 MiB, 92 %, 88.04 W, 49
2026/09/08 00:56:01.576, 28435 MiB, 81920 MiB, 86 %, 296.86 W, 52
