timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/08 00:38:31.040, 27985 MiB, 81920 MiB, 58 %, 84.40 W, 42
2026/09/08 00:39:01.041, 27985 MiB, 81920 MiB, 0 %, 84.58 W, 42
2026/09/08 00:39:31.043, 27985 MiB, 81920 MiB, 27 %, 85.45 W, 46
2026/09/08 00:40:01.044, 27985 MiB, 81920 MiB, 0 %, 84.25 W, 42
2026/09/08 00:40:31.045, 27985 MiB, 81920 MiB, 12 %, 98.26 W, 42
2026/09/08 00:41:01.046, 27985 MiB, 81920 MiB, 1 %, 106.68 W, 44
2026/09/08 00:41:31.047, 27985 MiB, 81920 MiB, 44 %, 112.30 W, 44
2026/09/08 00:42:01.048, 27985 MiB, 81920 MiB, 24 %, 68.63 W, 42
2026/09/08 00:42:31.051, 27985 MiB, 81920 MiB, 0 %, 71.95 W, 41
2026/09/08 00:43:01.056, 27985 MiB, 81920 MiB, 20 %, 84.68 W, 41
2026/09/08 00:43:31.058, 27985 MiB, 81920 MiB, 44 %, 165.62 W, 43
2026/09/08 00:44:01.059, 27985 MiB, 81920 MiB, 92 %, 85.28 W, 43
2026/09/08 00:44:31.061, 27985 MiB, 81920 MiB, 34 %, 84.86 W, 42
2026/09/08 00:45:01.063, 27985 MiB, 81920 MiB, 65 %, 106.46 W, 47
2026/09/08 00:45:31.064, 27985 MiB, 81920 MiB, 26 %, 89.66 W, 44
2026/09/08 00:46:01.070, 27985 MiB, 81920 MiB, 0 %, 84.32 W, 42
2026/09/08 00:46:31.072, 27985 MiB, 81920 MiB, 35 %, 115.46 W, 44
2026/09/08 00:47:01.072, 27985 MiB, 81920 MiB, 82 %, 85.46 W, 44
